label,x,y,z,buried
13 59,612979.1031578947,6651185.577894737,134.80164,0
13 60,612979.1463157894,6651186.575789474,134.71187,0
13 61,612979.1894736842,6651187.573684211,134.61333,0
13 62,612979.2326315789,6651188.571578948,134.53703,0
13 63,612979.2757894737,6651189.569473684,134.45468,0
13 64,612979.3189473684,6651190.567368421,134.38849,0
13 65,612979.3621052632,6651191.565263158,134.27658,0
13 66,612979.4052631579,6651192.563157895,134.23265,0
13 67,612979.4484210525,6651193.561052632,134.27786,0
13 68,612979.4915789473,6651194.5589473685,134.23996,0
13 69,612979.534736842,6651195.556842105,134.2505,0
13 70,612979.5778947368,6651196.554736842,134.26501,0
13 71,612979.6210526315,6651197.552631579,134.28926,0
13 72,612979.6642105263,6651198.550526316,134.2561,0
13 73,612979.707368421,6651199.548421052,134.2038,0
13 74,612979.7505263158,6651200.546315789,134.15894,0
13 75,612979.7936842105,6651201.544210526,134.09373,0
13 76,612979.8368421053,6651202.542105263,134.07054,0
13 77,612979.88,6651203.54,133.97919,0
13 78,612979.9231578948,6651204.537894737,133.91591,0
13 79,612979.9663157894,6651205.535789474,133.86554,0
13 80,612980.0094736841,6651206.533684211,133.74425,0
13 81,612980.0526315789,6651207.531578948,133.61308,0
13 82,612980.0957894736,6651208.529473684,133.46062,0
13 83,612980.1389473684,6651209.527368421,133.36182,0
13 84,612980.1821052631,6651210.525263158,133.31358,0
13 85,612980.2252631579,6651211.523157895,133.29454,0
13 86,612980.2684210526,6651212.521052632,133.27963,0
13 87,612980.3115789474,6651213.5189473685,133.26138,0
13 88,612980.3547368421,6651214.516842105,133.17361,0
13 89,612980.3978947368,6651215.514736842,133.0728,0
13 90,612980.4410526316,6651216.512631579,133.0728,0
13 91,612980.4842105262,6651217.510526316,133.02765,0
13 92,612980.527368421,6651218.508421052,132.9398,0
13 93,612980.5705263157,6651219.506315789,132.75659,0
13 94,612980.6136842105,6651220.504210526,132.72159,0
13 95,612980.6568421052,6651221.502105263,132.60408,0
13 96,612980.7,6651222.5,132.5391,0
14 1,612984.7,6651294.1,126.80704,0
14 2,612984.727368421,6651295.104210526,126.76975,0
14 3,612984.754736842,6651296.108421052,126.84963,0
14 4,612984.7821052631,6651297.112631579,126.81146,0
14 5,612984.8094736842,6651298.116842105,126.78759,0
14 6,612984.8368421053,6651299.121052631,126.77904,0
14 7,612984.8642105262,6651300.125263157,126.76671,0
14 8,612984.8915789473,6651301.129473683,126.726295,0
14 9,612984.9189473684,6651302.1336842105,126.72194,0
14 10,612984.9463157895,6651303.137894737,126.70839,0
14 11,612984.9736842104,6651304.142105263,126.80834,0
14 12,612985.0010526315,6651305.146315789,126.793434,0
14 13,612985.0284210526,6651306.150526316,126.75205,0
14 14,612985.0557894737,6651307.154736842,126.74344,0
14 15,612985.0831578947,6651308.158947368,126.7561,0
14 16,612985.1105263158,6651309.163157894,126.79349,0
14 17,612985.1378947368,6651310.16736842,126.80675,0
14 18,612985.1652631579,6651311.171578947,126.79478,0
14 19,612985.1926315789,6651312.175789474,126.91387,0
14 20,612985.22,6651313.18,126.915375,0
14 21,612985.247368421,6651314.184210526,126.96699,0
14 22,612985.274736842,6651315.188421052,127.055954,0
14 23,612985.3021052631,6651316.192631579,127.08086,0
14 24,612985.3294736842,6651317.196842105,127.03682,0
14 25,612985.3568421053,6651318.201052631,127.08943,0
14 26,612985.3842105262,6651319.205263157,127.182274,0
14 27,612985.4115789473,6651320.2094736835,127.238045,0
14 28,612985.4389473684,6651321.213684211,127.34066,0
14 29,612985.4663157895,6651322.217894737,127.34664,0
14 30,612985.4936842105,6651323.222105263,127.34416,0
14 31,612985.5210526315,6651324.226315789,127.32876,0
14 32,612985.5484210526,6651325.230526316,127.32392,0
14 33,612985.5757894737,6651326.234736842,127.31704,0
14 34,612985.6031578947,6651327.238947368,127.29358,0
14 35,612985.6305263158,6651328.243157894,127.294365,0
14 36,612985.6578947369,6651329.2473684205,127.32449,0
14 37,612985.6852631579,6651330.2515789475,127.32884,0
14 38,612985.7126315789,6651331.255789474,127.27385,0
14 39,612985.74,6651332.26,127.09856,0
14 40,612985.7673684211,6651333.264210526,126.8832,0
14 41,612985.794736842,6651334.268421052,126.6726,0
14 42,612985.8221052631,6651335.272631579,126.489,0
14 43,612985.8494736842,6651336.276842105,126.37451,0
14 44,612985.8768421053,6651337.281052631,126.34141,0
14 45,612985.9042105263,6651338.285263157,126.32652,0
14 46,612985.9315789473,6651339.289473684,126.29822,0
14 47,612985.9589473684,6651340.293684211,126.273964,0
14 48,612985.9863157895,6651341.297894737,126.17753,0
14 49,612986.0136842105,6651342.302105263,126.072754,0
14 50,612986.0410526316,6651343.306315789,125.9617,0
14 51,612986.0684210527,6651344.310526316,125.84269,0
14 52,612986.0957894737,6651345.314736842,125.744965,0
14 53,612986.1231578947,6651346.318947368,125.7092,0
14 54,612986.1505263158,6651347.323157894,125.60697,0
14 55,612986.1778947369,6651348.327368421,125.55451,0
14 56,612986.205263158,6651349.331578948,125.562706,0
14 57,612986.2326315789,6651350.335789474,125.57975,0
14 58,612986.26,6651351.34,125.569084,0
14 59,612986.2873684211,6651352.344210526,125.55645,0
14 60,612986.3147368421,6651353.348421052,125.54087,0
14 61,612986.3421052631,6651354.352631579,125.516174,0
14 62,612986.3694736842,6651355.356842105,125.53468,0
14 63,612986.3968421053,6651356.361052631,125.51052,0
14 64,612986.4242105263,6651357.3652631575,125.485245,0
14 65,612986.4515789474,6651358.369473684,125.46417,0
14 66,612986.4789473685,6651359.373684211,125.40939,0
14 67,612986.5063157895,6651360.377894737,125.3744,0
14 68,612986.5336842105,6651361.382105263,125.326416,0
14 69,612986.5610526316,6651362.386315789,125.30389,0
14 70,612986.5884210527,6651363.390526316,125.31401,0
14 71,612986.6157894738,6651364.394736842,125.260284,0
14 72,612986.6431578947,6651365.398947368,125.21106,0
14 73,612986.6705263158,6651366.4031578945,125.184685,0
14 74,612986.6978947369,6651367.407368421,125.134254,0
14 75,612986.725263158,6651368.411578948,125.08612,0
14 76,612986.752631579,6651369.415789474,125.042465,0
14 77,612986.78,6651370.42,125.002396,0
14 78,612986.8073684211,6651371.424210526,124.970505,0
14 79,612986.8347368421,6651372.428421052,124.950645,0
14 80,612986.8621052632,6651373.432631579,124.914,0
14 81,612986.8894736842,6651374.436842105,124.88119,0
14 82,612986.9168421053,6651375.4410526315,124.85898,0
14 83,612986.9442105263,6651376.445263158,124.8332,0
14 84,612986.9715789474,6651377.449473684,124.81083,0
14 85,612986.9989473685,6651378.453684211,124.780075,0
14 86,612987.0263157896,6651379.457894737,124.75036,0
14 87,612987.0536842105,6651380.462105263,124.764465,0
14 88,612987.0810526316,6651381.466315789,124.73007,0
14 89,612987.1084210527,6651382.470526316,124.70287,0
14 90,612987.1357894738,6651383.474736842,124.66853,0
14 91,612987.1631578947,6651384.478947368,124.668335,0
14 92,612987.1905263158,6651385.483157895,124.66068,0
14 93,612987.2178947369,6651386.487368421,124.62396,0
14 94,612987.245263158,6651387.491578948,124.690216,0
14 95,612987.272631579,6651388.495789474,124.873566,0
14 96,612987.3,6651389.5,124.86417,0
